196,568,372,346,150,0.47081
1149,1442,293,1404,255,0
2596,2661,65,2630,34,0
3845,3915,70,3878,33,0
5720,5796,76,5754,34,0
7722,7784,62,7752,30,0
8629,8693,64,8662,33,0
10538,10609,71,10572,34,0
11873,11955,82,11923,50,0
12314,12385,71,12346,32,0
13015,13110,95,13069,54,0
14057,14156,99,14101,44,0
17317,17391,74,17352,35,0
19402,19470,68,19433,31,0
19766,19821,55,19792,26,0
21807,21871,64,21839,32,0
22208,22283,75,22241,33,0
23493,23545,52,23521,28,0
28361,28432,71,28395,34,0
30044,30096,52,30069,25,0
31492,31557,65,31522,30,0
32844,32906,62,32877,33,0
34859,34933,74,34893,34,0
37113,37194,81,37148,35,0
40465,40531,66,40498,33,0
41530,41618,88,41575,45,0
43948,44031,83,43984,36,0
47366,47432,66,47395,29,0
48800,48961,161,48852,52,0
51584,51647,63,51611,27,0
54499,54582,83,54533,34,0
56396,56460,64,56428,32,0
59008,59089,81,59042,34,0
63732,63792,60,63759,27,0
64729,64807,78,64766,37,0
67007,67075,68,67038,31,0
69273,69347,74,69308,35,0
70865,70936,71,70901,36,0
71955,72018,63,71984,29,0
74064,74123,59,74094,30,0
75116,75193,77,75159,43,0
77796,77853,57,77824,28,0
80138,80217,79,80178,40,0
81620,81675,55,81646,26,0
85163,85274,111,85200,37,0
87891,87961,70,87921,30,0
89131,89203,72,89165,34,0
91597,91662,65,91629,32,0
